area_name,area_code,date,new_cases,total_cases
Enfield,E09000010,2020-04-22,26,837
Greenwich,E09000011,2020-04-22,14,661
Hackney and City of London,E09000012,2020-04-22,8,631
Hammersmith and Fulham,E09000013,2020-04-22,23,552
Haringey,E09000014,2020-04-22,7,553
Harrow,E09000015,2020-04-22,19,898
Havering,E09000016,2020-04-22,12,661
Hillingdon,E09000017,2020-04-22,16,749
Hounslow,E09000018,2020-04-22,8,668
Islington,E09000019,2020-04-22,3,418
Kensington and Chelsea,E09000020,2020-04-22,17,459
Kingston upon Thames,E09000021,2020-04-22,10,481
Lambeth,E09000022,2020-04-22,16,1115
Lewisham,E09000023,2020-04-22,7,936
Merton,E09000024,2020-04-22,8,665
Newham,E09000025,2020-04-22,16,950
Redbridge,E09000026,2020-04-22,17,718
Richmond upon Thames,E09000027,2020-04-22,3,382
Southwark,E09000028,2020-04-22,5,1184
Sutton,E09000029,2020-04-22,19,712
Tower Hamlets,E09000030,2020-04-22,7,618
Waltham Forest,E09000031,2020-04-22,9,748
Wandsworth,E09000032,2020-04-22,6,919
Westminster,E09000033,2020-04-22,2,596
Barking and Dagenham,E09000002,2020-04-23,11,502
Barnet,E09000003,2020-04-23,19,1213
Bexley,E09000004,2020-04-23,13,682
Brent,E09000005,2020-04-23,16,1345
Bromley,E09000006,2020-04-23,38,1064
Camden,E09000007,2020-04-23,12,569
Croydon,E09000008,2020-04-23,33,1399
Ealing,E09000009,2020-04-23,17,1064
Enfield,E09000010,2020-04-23,26,863
Greenwich,E09000011,2020-04-23,12,673
Hackney and City of London,E09000012,2020-04-23,8,639
Hammersmith and Fulham,E09000013,2020-04-23,50,602
Haringey,E09000014,2020-04-23,13,566
Harrow,E09000015,2020-04-23,18,916
Havering,E09000016,2020-04-23,14,675
Hillingdon,E09000017,2020-04-23,21,770
Hounslow,E09000018,2020-04-23,15,683
Islington,E09000019,2020-04-23,8,426
Kensington and Chelsea,E09000020,2020-04-23,6,465
Kingston upon Thames,E09000021,2020-04-23,18,499
Lambeth,E09000022,2020-04-23,23,1138
Lewisham,E09000023,2020-04-23,15,951
Merton,E09000024,2020-04-23,10,675
Newham,E09000025,2020-04-23,17,967
Redbridge,E09000026,2020-04-23,14,732
Richmond upon Thames,E09000027,2020-04-23,4,386
Southwark,E09000028,2020-04-23,12,1196
Sutton,E09000029,2020-04-23,15,727
Tower Hamlets,E09000030,2020-04-23,10,628
Waltham Forest,E09000031,2020-04-23,14,762
Wandsworth,E09000032,2020-04-23,10,929
Westminster,E09000033,2020-04-23,7,603
Barking and Dagenham,E09000002,2020-04-24,3,505
Barnet,E09000003,2020-04-24,17,1230
Bexley,E09000004,2020-04-24,19,701
Brent,E09000005,2020-04-24,16,1361
Bromley,E09000006,2020-04-24,23,1087
Camden,E09000007,2020-04-24,4,573
Croydon,E09000008,2020-04-24,24,1423
Ealing,E09000009,2020-04-24,22,1086
Enfield,E09000010,2020-04-24,26,889
Greenwich,E09000011,2020-04-24,14,687
Hackney and City of London,E09000012,2020-04-24,5,644
Hammersmith and Fulham,E09000013,2020-04-24,10,612
Haringey,E09000014,2020-04-24,9,575
Harrow,E09000015,2020-04-24,15,931
Havering,E09000016,2020-04-24,11,686
Hillingdon,E09000017,2020-04-24,13,783
Hounslow,E09000018,2020-04-24,18,701
Islington,E09000019,2020-04-24,4,430
Kensington and Chelsea,E09000020,2020-04-24,0,465
Kingston upon Thames,E09000021,2020-04-24,7,506
Lambeth,E09000022,2020-04-24,12,1150
Lewisham,E09000023,2020-04-24,11,962
Merton,E09000024,2020-04-24,14,689
Newham,E09000025,2020-04-24,11,978
Redbridge,E09000026,2020-04-24,5,737
Richmond upon Thames,E09000027,2020-04-24,5,391
Southwark,E09000028,2020-04-24,12,1208
Sutton,E09000029,2020-04-24,11,738
Tower Hamlets,E09000030,2020-04-24,3,631
Waltham Forest,E09000031,2020-04-24,15,777
Wandsworth,E09000032,2020-04-24,12,941
Westminster,E09000033,2020-04-24,7,610
Barking and Dagenham,E09000002,2020-04-25,7,512
Barnet,E09000003,2020-04-25,11,1241
Bexley,E09000004,2020-04-25,15,716
Brent,E09000005,2020-04-25,14,1375
Bromley,E09000006,2020-04-25,21,1108
Camden,E09000007,2020-04-25,7,580
Croydon,E09000008,2020-04-25,15,1438
Ealing,E09000009,2020-04-25,16,1102
Enfield,E09000010,2020-04-25,27,916
Greenwich,E09000011,2020-04-25,10,697
Hackney and City of London,E09000012,2020-04-25,1,645
Hammersmith and Fulham,E09000013,2020-04-25,3,615
Haringey,E09000014,2020-04-25,9,584
Harrow,E09000015,2020-04-25,19,950
Havering,E09000016,2020-04-25,11,697
Hillingdon,E09000017,2020-04-25,11,794
Hounslow,E09000018,2020-04-25,21,722
Islington,E09000019,2020-04-25,1,431
Kensington and Chelsea,E09000020,2020-04-25,5,470
Kingston upon Thames,E09000021,2020-04-25,5,511
Lambeth,E09000022,2020-04-25,8,1158
Lewisham,E09000023,2020-04-25,13,975
Merton,E09000024,2020-04-25,11,700
Newham,E09000025,2020-04-25,14,992
Redbridge,E09000026,2020-04-25,10,747
Richmond upon Thames,E09000027,2020-04-25,4,395
Southwark,E09000028,2020-04-25,3,1211
Sutton,E09000029,2020-04-25,9,747
Tower Hamlets,E09000030,2020-04-25,12,643
Waltham Forest,E09000031,2020-04-25,9,786
Wandsworth,E09000032,2020-04-25,7,948
Westminster,E09000033,2020-04-25,4,614
Barking and Dagenham,E09000002,2020-04-26,10,522
Barnet,E09000003,2020-04-26,17,1258
Bexley,E09000004,2020-04-26,6,722
Brent,E09000005,2020-04-26,13,1388
Bromley,E09000006,2020-04-26,13,1121
Camden,E09000007,2020-04-26,2,582
Croydon,E09000008,2020-04-26,22,1460
Ealing,E09000009,2020-04-26,18,1120
Enfield,E09000010,2020-04-26,17,933
Greenwich,E09000011,2020-04-26,11,708
Hackney and City of London,E09000012,2020-04-26,7,652
Hammersmith and Fulham,E09000013,2020-04-26,5,620
Haringey,E09000014,2020-04-26,7,591
Harrow,E09000015,2020-04-26,14,964
Havering,E09000016,2020-04-26,8,705
Hillingdon,E09000017,2020-04-26,14,808
Hounslow,E09000018,2020-04-26,15,737
Islington,E09000019,2020-04-26,7,438
Kensington and Chelsea,E09000020,2020-04-26,3,473
Kingston upon Thames,E09000021,2020-04-26,5,516
Lambeth,E09000022,2020-04-26,9,1167
Lewisham,E09000023,2020-04-26,7,982
Merton,E09000024,2020-04-26,5,705
Newham,E09000025,2020-04-26,7,999
Redbridge,E09000026,2020-04-26,14,761
Richmond upon Thames,E09000027,2020-04-26,1,396
Southwark,E09000028,2020-04-26,10,1221
Sutton,E09000029,2020-04-26,13,760
Tower Hamlets,E09000030,2020-04-26,7,650
Waltham Forest,E09000031,2020-04-26,12,798
Wandsworth,E09000032,2020-04-26,7,955
Westminster,E09000033,2020-04-26,5,619
Barking and Dagenham,E09000002,2020-04-27,8,530
Barnet,E09000003,2020-04-27,20,1278
Bexley,E09000004,2020-04-27,14,736
Brent,E09000005,2020-04-27,20,1408
Bromley,E09000006,2020-04-27,24,1145
Camden,E09000007,2020-04-27,2,584
Croydon,E09000008,2020-04-27,35,1495
Ealing,E09000009,2020-04-27,19,1139
Enfield,E09000010,2020-04-27,13,946
Greenwich,E09000011,2020-04-27,10,718
Hackney and City of London,E09000012,2020-04-27,4,656
Hammersmith and Fulham,E09000013,2020-04-27,5,625
Haringey,E09000014,2020-04-27,9,600
Harrow,E09000015,2020-04-27,23,987
Havering,E09000016,2020-04-27,13,718
Hillingdon,E09000017,2020-04-27,18,826
Hounslow,E09000018,2020-04-27,8,745
Islington,E09000019,2020-04-27,7,445
Kensington and Chelsea,E09000020,2020-04-27,5,478
Kingston upon Thames,E09000021,2020-04-27,10,526
Lambeth,E09000022,2020-04-27,11,1178
Lewisham,E09000023,2020-04-27,16,998
Merton,E09000024,2020-04-27,8,713
Newham,E09000025,2020-04-27,16,1015
Redbridge,E09000026,2020-04-27,26,787
Richmond upon Thames,E09000027,2020-04-27,9,405
Southwark,E09000028,2020-04-27,17,1238
Sutton,E09000029,2020-04-27,13,773
Tower Hamlets,E09000030,2020-04-27,5,655
Waltham Forest,E09000031,2020-04-27,13,811
Wandsworth,E09000032,2020-04-27,7,962
Westminster,E09000033,2020-04-27,10,629
Barking and Dagenham,E09000002,2020-04-28,6,536
Barnet,E09000003,2020-04-28,25,1303
Bexley,E09000004,2020-04-28,15,751
Brent,E09000005,2020-04-28,19,1427
Bromley,E09000006,2020-04-28,11,1156
Camden,E09000007,2020-04-28,5,589
Croydon,E09000008,2020-04-28,32,1527
Ealing,E09000009,2020-04-28,16,1155
Enfield,E09000010,2020-04-28,13,959
Greenwich,E09000011,2020-04-28,11,729
Hackney and City of London,E09000012,2020-04-28,3,659
Hammersmith and Fulham,E09000013,2020-04-28,4,629
Haringey,E09000014,2020-04-28,4,604
Harrow,E09000015,2020-04-28,14,1001
Havering,E09000016,2020-04-28,7,725
Hillingdon,E09000017,2020-04-28,13,839
Hounslow,E09000018,2020-04-28,12,757
Islington,E09000019,2020-04-28,4,449
Kensington and Chelsea,E09000020,2020-04-28,3,481
Kingston upon Thames,E09000021,2020-04-28,3,529
Lambeth,E09000022,2020-04-28,9,1187
Lewisham,E09000023,2020-04-28,14,1012
Merton,E09000024,2020-04-28,11,724
Newham,E09000025,2020-04-28,8,1023
Redbridge,E09000026,2020-04-28,11,798
Richmond upon Thames,E09000027,2020-04-28,7,412
Southwark,E09000028,2020-04-28,9,1247
Sutton,E09000029,2020-04-28,5,778
Tower Hamlets,E09000030,2020-04-28,2,657
Waltham Forest,E09000031,2020-04-28,3,814
Wandsworth,E09000032,2020-04-28,8,970
Westminster,E09000033,2020-04-28,6,635
Barking and Dagenham,E09000002,2020-04-29,7,543
Barnet,E09000003,2020-04-29,17,1320
Bexley,E09000004,2020-04-29,18,769
Brent,E09000005,2020-04-29,18,1445
Bromley,E09000006,2020-04-29,35,1191
Camden,E09000007,2020-04-29,4,593
Croydon,E09000008,2020-04-29,18,1545
Ealing,E09000009,2020-04-29,23,1178
Enfield,E09000010,2020-04-29,15,974
Greenwich,E09000011,2020-04-29,22,751
Hackney and City of London,E09000012,2020-04-29,10,669
Hammersmith and Fulham,E09000013,2020-04-29,9,638
Haringey,E09000014,2020-04-29,10,614
Harrow,E09000015,2020-04-29,29,1030
Havering,E09000016,2020-04-29,9,734
Hillingdon,E09000017,2020-04-29,9,848
Hounslow,E09000018,2020-04-29,19,776
Islington,E09000019,2020-04-29,2,451
Kensington and Chelsea,E09000020,2020-04-29,2,483
Kingston upon Thames,E09000021,2020-04-29,19,548
Lambeth,E09000022,2020-04-29,10,1197
Lewisham,E09000023,2020-04-29,8,1020
Merton,E09000024,2020-04-29,8,732
Newham,E09000025,2020-04-29,12,1035
Redbridge,E09000026,2020-04-29,12,810
Richmond upon Thames,E09000027,2020-04-29,15,427
Southwark,E09000028,2020-04-29,16,1263
Sutton,E09000029,2020-04-29,14,792
Tower Hamlets,E09000030,2020-04-29,11,668
Waltham Forest,E09000031,2020-04-29,7,821
Wandsworth,E09000032,2020-04-29,12,982
Westminster,E09000033,2020-04-29,8,643
Barking and Dagenham,E09000002,2020-04-30,5,548
Barnet,E09000003,2020-04-30,19,1339
Bexley,E09000004,2020-04-30,16,785
Brent,E09000005,2020-04-30,20,1465
Bromley,E09000006,2020-04-30,24,1215
Camden,E09000007,2020-04-30,8,601
Croydon,E09000008,2020-04-30,25,1570
Ealing,E09000009,2020-04-30,20,1198
Enfield,E09000010,2020-04-30,11,985
Greenwich,E09000011,2020-04-30,10,761
Hackney and City of London,E09000012,2020-04-30,6,675
Hammersmith and Fulham,E09000013,2020-04-30,5,643
Haringey,E09000014,2020-04-30,3,617
Harrow,E09000015,2020-04-30,16,1046
Havering,E09000016,2020-04-30,11,745
Hillingdon,E09000017,2020-04-30,13,861
Hounslow,E09000018,2020-04-30,30,806
Islington,E09000019,2020-04-30,6,457
Kensington and Chelsea,E09000020,2020-04-30,5,488
Kingston upon Thames,E09000021,2020-04-30,16,564
Lambeth,E09000022,2020-04-30,8,1205
Lewisham,E09000023,2020-04-30,15,1035
Merton,E09000024,2020-04-30,11,743
Newham,E09000025,2020-04-30,12,1047
Redbridge,E09000026,2020-04-30,25,835
Richmond upon Thames,E09000027,2020-04-30,10,437
Southwark,E09000028,2020-04-30,15,1278
Sutton,E09000029,2020-04-30,12,804
Tower Hamlets,E09000030,2020-04-30,6,674
Waltham Forest,E09000031,2020-04-30,10,831
Wandsworth,E09000032,2020-04-30,12,994
Westminster,E09000033,2020-04-30,20,663
Barking and Dagenham,E09000002,2020-05-01,10,558
Barnet,E09000003,2020-05-01,10,1349
Bexley,E09000004,2020-05-01,17,802
Brent,E09000005,2020-05-01,18,1483
Bromley,E09000006,2020-05-01,15,1230
Camden,E09000007,2020-05-01,8,609
Croydon,E09000008,2020-05-01,19,1589
Ealing,E09000009,2020-05-01,18,1216
Enfield,E09000010,2020-05-01,12,997
Greenwich,E09000011,2020-05-01,11,772
Hackney and City of London,E09000012,2020-05-01,12,687
Hammersmith and Fulham,E09000013,2020-05-01,9,652
Haringey,E09000014,2020-05-01,9,626
Harrow,E09000015,2020-05-01,10,1056
Havering,E09000016,2020-05-01,20,765
Hillingdon,E09000017,2020-05-01,15,876
Hounslow,E09000018,2020-05-01,13,819
Islington,E09000019,2020-05-01,5,462
Kensington and Chelsea,E09000020,2020-05-01,5,493
Kingston upon Thames,E09000021,2020-05-01,9,573
Lambeth,E09000022,2020-05-01,11,1216
Lewisham,E09000023,2020-05-01,8,1043
Merton,E09000024,2020-05-01,10,753
Newham,E09000025,2020-05-01,4,1051
Redbridge,E09000026,2020-05-01,9,844
Richmond upon Thames,E09000027,2020-05-01,7,444
Southwark,E09000028,2020-05-01,12,1290
Sutton,E09000029,2020-05-01,9,813
Tower Hamlets,E09000030,2020-05-01,10,684
Waltham Forest,E09000031,2020-05-01,12,843
Wandsworth,E09000032,2020-05-01,12,1006
Westminster,E09000033,2020-05-01,5,668
Barking and Dagenham,E09000002,2020-05-02,6,564
Barnet,E09000003,2020-05-02,9,1358
Bexley,E09000004,2020-05-02,17,819
Brent,E09000005,2020-05-02,9,1492
Bromley,E09000006,2020-05-02,15,1245
Camden,E09000007,2020-05-02,1,610
Croydon,E09000008,2020-05-02,19,1608
Ealing,E09000009,2020-05-02,21,1237
Enfield,E09000010,2020-05-02,10,1007
Greenwich,E09000011,2020-05-02,3,775
Hackney and City of London,E09000012,2020-05-02,7,694
Hammersmith and Fulham,E09000013,2020-05-02,1,653
Haringey,E09000014,2020-05-02,3,629
Harrow,E09000015,2020-05-02,7,1063
Havering,E09000016,2020-05-02,10,775
Hillingdon,E09000017,2020-05-02,12,888
Hounslow,E09000018,2020-05-02,10,829
Islington,E09000019,2020-05-02,1,463
Kensington and Chelsea,E09000020,2020-05-02,2,495
Kingston upon Thames,E09000021,2020-05-02,12,585
Lambeth,E09000022,2020-05-02,3,1219
Lewisham,E09000023,2020-05-02,7,1050
Merton,E09000024,2020-05-02,7,760
Newham,E09000025,2020-05-02,9,1060
Redbridge,E09000026,2020-05-02,10,854
Richmond upon Thames,E09000027,2020-05-02,3,447
Southwark,E09000028,2020-05-02,3,1293
Sutton,E09000029,2020-05-02,16,829
Tower Hamlets,E09000030,2020-05-02,3,687
Waltham Forest,E09000031,2020-05-02,4,847
Wandsworth,E09000032,2020-05-02,3,1009
Westminster,E09000033,2020-05-02,4,672
Barking and Dagenham,E09000002,2020-05-03,8,572
Barnet,E09000003,2020-05-03,6,1364
Bexley,E09000004,2020-05-03,8,827
Brent,E09000005,2020-05-03,5,1497
Bromley,E09000006,2020-05-03,11,1256
Camden,E09000007,2020-05-03,2,612
Croydon,E09000008,2020-05-03,7,1615
Ealing,E09000009,2020-05-03,7,1244
Enfield,E09000010,2020-05-03,4,1011
Greenwich,E09000011,2020-05-03,1,776
Hackney and City of London,E09000012,2020-05-03,4,698
Hammersmith and Fulham,E09000013,2020-05-03,2,655
Haringey,E09000014,2020-05-03,1,630
Harrow,E09000015,2020-05-03,7,1070
Havering,E09000016,2020-05-03,8,783
Hillingdon,E09000017,2020-05-03,5,893
Hounslow,E09000018,2020-05-03,5,834
Islington,E09000019,2020-05-03,4,467
Kensington and Chelsea,E09000020,2020-05-03,3,498
Kingston upon Thames,E09000021,2020-05-03,5,590
Lambeth,E09000022,2020-05-03,4,1223
Lewisham,E09000023,2020-05-03,6,1056
Merton,E09000024,2020-05-03,10,770
Newham,E09000025,2020-05-03,5,1065
Redbridge,E09000026,2020-05-03,9,863
Richmond upon Thames,E09000027,2020-05-03,4,451
Southwark,E09000028,2020-05-03,3,1296
Sutton,E09000029,2020-05-03,9,838
Tower Hamlets,E09000030,2020-05-03,4,691
Waltham Forest,E09000031,2020-05-03,6,853
Wandsworth,E09000032,2020-05-03,5,1014
Westminster,E09000033,2020-05-03,0,672
Barking and Dagenham,E09000002,2020-05-04,4,576
Barnet,E09000003,2020-05-04,12,1376
Bexley,E09000004,2020-05-04,9,836
Brent,E09000005,2020-05-04,8,1505
Bromley,E09000006,2020-05-04,14,1270
Camden,E09000007,2020-05-04,0,612
Croydon,E09000008,2020-05-04,15,1630
Ealing,E09000009,2020-05-04,13,1257
Enfield,E09000010,2020-05-04,9,1020
Greenwich,E09000011,2020-05-04,6,782
Hackney and City of London,E09000012,2020-05-04,4,702
Hammersmith and Fulham,E09000013,2020-05-04,5,660
Haringey,E09000014,2020-05-04,3,633
Harrow,E09000015,2020-05-04,20,1090
Havering,E09000016,2020-05-04,16,799
Hillingdon,E09000017,2020-05-04,13,906
Hounslow,E09000018,2020-05-04,15,849
Islington,E09000019,2020-05-04,4,471
Kensington and Chelsea,E09000020,2020-05-04,1,499
Kingston upon Thames,E09000021,2020-05-04,8,598
Lambeth,E09000022,2020-05-04,5,1228
Lewisham,E09000023,2020-05-04,5,1061
Merton,E09000024,2020-05-04,4,774
Newham,E09000025,2020-05-04,8,1073
Redbridge,E09000026,2020-05-04,14,877
Richmond upon Thames,E09000027,2020-05-04,4,455
Southwark,E09000028,2020-05-04,7,1303
Sutton,E09000029,2020-05-04,4,842
Tower Hamlets,E09000030,2020-05-04,1,692
Waltham Forest,E09000031,2020-05-04,11,864
Wandsworth,E09000032,2020-05-04,4,1018
Westminster,E09000033,2020-05-04,3,675
Barking and Dagenham,E09000002,2020-05-05,6,582
Barnet,E09000003,2020-05-05,12,1388
Bexley,E09000004,2020-05-05,6,842
Brent,E09000005,2020-05-05,6,1511
Bromley,E09000006,2020-05-05,14,1284
Camden,E09000007,2020-05-05,5,617
Croydon,E09000008,2020-05-05,8,1638
Ealing,E09000009,2020-05-05,7,1264
Enfield,E09000010,2020-05-05,9,1029
Greenwich,E09000011,2020-05-05,6,788
Hackney and City of London,E09000012,2020-05-05,6,708
Hammersmith and Fulham,E09000013,2020-05-05,1,661
Haringey,E09000014,2020-05-05,5,638
Harrow,E09000015,2020-05-05,11,1101
Havering,E09000016,2020-05-05,7,806
Hillingdon,E09000017,2020-05-05,7,913
Hounslow,E09000018,2020-05-05,4,853
Islington,E09000019,2020-05-05,2,473
Kensington and Chelsea,E09000020,2020-05-05,1,500
Kingston upon Thames,E09000021,2020-05-05,5,603
Lambeth,E09000022,2020-05-05,6,1234
Lewisham,E09000023,2020-05-05,7,1068
Merton,E09000024,2020-05-05,5,779
Newham,E09000025,2020-05-05,8,1081
Redbridge,E09000026,2020-05-05,25,902
Richmond upon Thames,E09000027,2020-05-05,3,458
Southwark,E09000028,2020-05-05,7,1310
Sutton,E09000029,2020-05-05,10,852
Tower Hamlets,E09000030,2020-05-05,2,694
Waltham Forest,E09000031,2020-05-05,8,872
Wandsworth,E09000032,2020-05-05,5,1023
Westminster,E09000033,2020-05-05,3,678
Barking and Dagenham,E09000002,2020-05-06,4,586
Barnet,E09000003,2020-05-06,9,1397
Bexley,E09000004,2020-05-06,14,856
Brent,E09000005,2020-05-06,8,1519
Bromley,E09000006,2020-05-06,36,1320
Camden,E09000007,2020-05-06,4,621
Croydon,E09000008,2020-05-06,10,1648
Ealing,E09000009,2020-05-06,12,1276
Enfield,E09000010,2020-05-06,5,1034
Greenwich,E09000011,2020-05-06,4,792
Hackney and City of London,E09000012,2020-05-06,5,713
Hammersmith and Fulham,E09000013,2020-05-06,2,663
Haringey,E09000014,2020-05-06,6,644
Harrow,E09000015,2020-05-06,13,1114
Havering,E09000016,2020-05-06,8,814
Hillingdon,E09000017,2020-05-06,12,925
Hounslow,E09000018,2020-05-06,10,863
Islington,E09000019,2020-05-06,2,475
Kensington and Chelsea,E09000020,2020-05-06,3,503
Kingston upon Thames,E09000021,2020-05-06,5,608
Lambeth,E09000022,2020-05-06,5,1239
Lewisham,E09000023,2020-05-06,6,1074
Merton,E09000024,2020-05-06,14,793
Newham,E09000025,2020-05-06,16,1097
Redbridge,E09000026,2020-05-06,17,919
Richmond upon Thames,E09000027,2020-05-06,3,461
Southwark,E09000028,2020-05-06,9,1319
Sutton,E09000029,2020-05-06,4,856
Tower Hamlets,E09000030,2020-05-06,2,696
Waltham Forest,E09000031,2020-05-06,10,882
Wandsworth,E09000032,2020-05-06,5,1028
Westminster,E09000033,2020-05-06,3,681
Barking and Dagenham,E09000002,2020-05-07,6,592
Barnet,E09000003,2020-05-07,13,1410
Bexley,E09000004,2020-05-07,11,867
Brent,E09000005,2020-05-07,8,1527
Bromley,E09000006,2020-05-07,20,1340
Camden,E09000007,2020-05-07,9,630
Croydon,E09000008,2020-05-07,9,1657
Ealing,E09000009,2020-05-07,20,1296
Enfield,E09000010,2020-05-07,2,1036
Greenwich,E09000011,2020-05-07,9,801
Hackney and City of London,E09000012,2020-05-07,8,721
Hammersmith and Fulham,E09000013,2020-05-07,4,667
Haringey,E09000014,2020-05-07,13,657
Harrow,E09000015,2020-05-07,17,1131
Havering,E09000016,2020-05-07,1,815
Hillingdon,E09000017,2020-05-07,12,937
Hounslow,E09000018,2020-05-07,9,872
Islington,E09000019,2020-05-07,2,477
Kensington and Chelsea,E09000020,2020-05-07,4,507
Kingston upon Thames,E09000021,2020-05-07,6,614
Lambeth,E09000022,2020-05-07,7,1246
Lewisham,E09000023,2020-05-07,9,1083
Merton,E09000024,2020-05-07,8,801
Newham,E09000025,2020-05-07,6,1103
Redbridge,E09000026,2020-05-07,21,940
Richmond upon Thames,E09000027,2020-05-07,6,467
Southwark,E09000028,2020-05-07,4,1323
Sutton,E09000029,2020-05-07,4,860
Tower Hamlets,E09000030,2020-05-07,3,699
Waltham Forest,E09000031,2020-05-07,10,892
Wandsworth,E09000032,2020-05-07,9,1037
Westminster,E09000033,2020-05-07,3,684
Barking and Dagenham,E09000002,2020-05-08,6,598
Barnet,E09000003,2020-05-08,7,1417
Bexley,E09000004,2020-05-08,8,875
Brent,E09000005,2020-05-08,19,1546
Bromley,E09000006,2020-05-08,24,1364
Camden,E09000007,2020-05-08,3,633
Croydon,E09000008,2020-05-08,13,1670
Ealing,E09000009,2020-05-08,15,1311
Enfield,E09000010,2020-05-08,7,1043
Greenwich,E09000011,2020-05-08,10,811
Hackney and City of London,E09000012,2020-05-08,3,724
Hammersmith and Fulham,E09000013,2020-05-08,3,670
Haringey,E09000014,2020-05-08,6,663
Harrow,E09000015,2020-05-08,9,1140
Havering,E09000016,2020-05-08,3,818
Hillingdon,E09000017,2020-05-08,1,938
Hounslow,E09000018,2020-05-08,9,881
Islington,E09000019,2020-05-08,6,483
Kensington and Chelsea,E09000020,2020-05-08,2,509
Kingston upon Thames,E09000021,2020-05-08,4,618
Lambeth,E09000022,2020-05-08,2,1248
Lewisham,E09000023,2020-05-08,7,1090
Merton,E09000024,2020-05-08,3,804
Newham,E09000025,2020-05-08,4,1107
Redbridge,E09000026,2020-05-08,7,947
Richmond upon Thames,E09000027,2020-05-08,3,470
Southwark,E09000028,2020-05-08,4,1327
Sutton,E09000029,2020-05-08,7,867
Tower Hamlets,E09000030,2020-05-08,1,700
Waltham Forest,E09000031,2020-05-08,5,897
Wandsworth,E09000032,2020-05-08,2,1039
Westminster,E09000033,2020-05-08,3,687
Barking and Dagenham,E09000002,2020-05-09,4,602
Barnet,E09000003,2020-05-09,5,1422
Bexley,E09000004,2020-05-09,4,879
Brent,E09000005,2020-05-09,8,1554
Bromley,E09000006,2020-05-09,4,1368
Camden,E09000007,2020-05-09,2,635
Croydon,E09000008,2020-05-09,6,1676
Ealing,E09000009,2020-05-09,4,1315
Enfield,E09000010,2020-05-09,1,1044
Greenwich,E09000011,2020-05-09,2,813
Hackney and City of London,E09000012,2020-05-09,3,727
Hammersmith and Fulham,E09000013,2020-05-09,1,671
Haringey,E09000014,2020-05-09,2,665
Harrow,E09000015,2020-05-09,7,1147
Havering,E09000016,2020-05-09,0,818
Hillingdon,E09000017,2020-05-09,5,943
Hounslow,E09000018,2020-05-09,9,890
Islington,E09000019,2020-05-09,4,487
Kensington and Chelsea,E09000020,2020-05-09,2,511
Kingston upon Thames,E09000021,2020-05-09,2,620
Lambeth,E09000022,2020-05-09,6,1254
Lewisham,E09000023,2020-05-09,2,1092
Merton,E09000024,2020-05-09,2,806
Newham,E09000025,2020-05-09,7,1114
Redbridge,E09000026,2020-05-09,4,951
Richmond upon Thames,E09000027,2020-05-09,2,472
Southwark,E09000028,2020-05-09,7,1334
Sutton,E09000029,2020-05-09,4,871
Tower Hamlets,E09000030,2020-05-09,3,703
Waltham Forest,E09000031,2020-05-09,7,904
Wandsworth,E09000032,2020-05-09,4,1043
Westminster,E09000033,2020-05-09,5,692
Barking and Dagenham,E09000002,2020-05-10,7,609
Barnet,E09000003,2020-05-10,8,1430
Bexley,E09000004,2020-05-10,8,887
Brent,E09000005,2020-05-10,3,1557
Bromley,E09000006,2020-05-10,11,1379
Camden,E09000007,2020-05-10,2,637
Croydon,E09000008,2020-05-10,3,1679
Ealing,E09000009,2020-05-10,2,1317
Enfield,E09000010,2020-05-10,2,1046
Greenwich,E09000011,2020-05-10,6,819
Hackney and City of London,E09000012,2020-05-10,0,727
Hammersmith and Fulham,E09000013,2020-05-10,1,672
Haringey,E09000014,2020-05-10,4,669
Harrow,E09000015,2020-05-10,0,1147
Havering,E09000016,2020-05-10,4,822
Hillingdon,E09000017,2020-05-10,2,945
Hounslow,E09000018,2020-05-10,4,894
Islington,E09000019,2020-05-10,0,487
Kensington and Chelsea,E09000020,2020-05-10,0,511
Kingston upon Thames,E09000021,2020-05-10,9,629
Lambeth,E09000022,2020-05-10,3,1257
Lewisham,E09000023,2020-05-10,3,1095
Merton,E09000024,2020-05-10,4,810
Newham,E09000025,2020-05-10,9,1123
Redbridge,E09000026,2020-05-10,7,958
Richmond upon Thames,E09000027,2020-05-10,0,472
Southwark,E09000028,2020-05-10,6,1340
Sutton,E09000029,2020-05-10,5,876
Tower Hamlets,E09000030,2020-05-10,2,705
Waltham Forest,E09000031,2020-05-10,2,906
Wandsworth,E09000032,2020-05-10,6,1049
Westminster,E09000033,2020-05-10,3,695
Barking and Dagenham,E09000002,2020-05-11,7,616
Barnet,E09000003,2020-05-11,6,1436
Bexley,E09000004,2020-05-11,7,894
Brent,E09000005,2020-05-11,8,1565
Bromley,E09000006,2020-05-11,7,1386
Camden,E09000007,2020-05-11,6,643
Croydon,E09000008,2020-05-11,5,1684
Ealing,E09000009,2020-05-11,10,1327
Enfield,E09000010,2020-05-11,6,1052
Greenwich,E09000011,2020-05-11,4,823
Hackney and City of London,E09000012,2020-05-11,4,731
Hammersmith and Fulham,E09000013,2020-05-11,2,674
Haringey,E09000014,2020-05-11,5,674
Harrow,E09000015,2020-05-11,3,1150
Havering,E09000016,2020-05-11,4,826
Hillingdon,E09000017,2020-05-11,3,948
Hounslow,E09000018,2020-05-11,3,897
